iter	F1	Logloss
0	0.8893561104	0.5086286917
1	0.8941267388	0.404123261
2	0.8987506507	0.3590830069
3	0.9177130644	0.3236786171
4	0.9253893026	0.2972301545
5	0.934785606	0.2651337352
6	0.9424520434	0.2432747951
7	0.9446772842	0.2197457589
8	0.9463934886	0.2093426235
9	0.9490096924	0.202641431
10	0.950302689	0.191723796
11	0.9516833357	0.1874418365
12	0.9538721964	0.184581407
13	0.9557597173	0.1749529392
14	0.9588459907	0.1688748945
15	0.9584691708	0.1601344485
16	0.9612270984	0.1442144923
17	0.9645450662	0.1384911417
18	0.9641025641	0.1338719779
19	0.9656744054	0.1298502363
20	0.9683490163	0.1260757525
21	0.9685140333	0.1236982709
22	0.9711032028	0.1167433753
23	0.9712414579	0.1141701418
24	0.9723961298	0.1102569274
25	0.9732498577	0.1071711083
26	0.9741256753	0.1052824204
27	0.9758522727	0.1038957883
28	0.9769820972	0.1005174525
29	0.9763667426	0.09829875371
30	0.9778534923	0.09429724948
31	0.9790011351	0.09301092977
32	0.9787052811	0.09050317955
33	0.9798008535	0.08726234144
34	0.9793829091	0.08649974472
35	0.9806873047	0.08430402399
36	0.9803921569	0.0828195414
37	0.9806708357	0.08083475263
38	0.9808102345	0.08034158192
39	0.9806708357	0.07963958314
40	0.9812446718	0.07863209551
41	0.9812446718	0.07803882009
42	0.9813841125	0.07691214229
43	0.9822518813	0.07539320524
44	0.9829642249	0.07355657156
45	0.9832433968	0.07270826717
46	0.9842620162	0.07032775317
47	0.9836902567	0.0686113331
48	0.9836902567	0.0684192883
49	0.9841089671	0.06811893407
50	0.9843883054	0.06790382515
51	0.9843883054	0.06790365756
52	0.9845280341	0.0678383973
53	0.9852524107	0.06672148006
54	0.9855442177	0.06450269347
55	0.9855442177	0.06441478753
56	0.9859514687	0.06302023773
57	0.9858115778	0.06298603925
58	0.9858115778	0.06298597493
59	0.985392143	0.06215494839
60	0.9858115778	0.06045262025
61	0.9866628831	0.0596739206
62	0.9870940292	0.05917690801
63	0.9869429464	0.05891170566
64	0.9882252802	0.05681401519
65	0.989655661	0.05509038413
66	0.9902252444	0.05406762459
67	0.9903655426	0.05387794195
68	0.9906462585	0.05281149624
69	0.9912156418	0.05211667252
70	0.9917847025	0.05083651064
71	0.991644243	0.04978092383
72	0.9926470588	0.04866304733
73	0.9930683265	0.04706515639
74	0.9930683265	0.04644668464
75	0.9930683265	0.04576375068
76	0.9930683265	0.04546731711
77	0.9936359779	0.0449945326
78	0.9936359779	0.04498297786
79	0.994770318	0.04382796833
80	0.994770318	0.04322698832
81	0.995477671	0.04172831887
82	0.9960440802	0.04161654513
83	0.9960440802	0.04145970907
84	0.9956183746	0.04119263967
85	0.9943390886	0.03979795949
86	0.9941983869	0.03958731468
87	0.9950516047	0.03830194643
88	0.9950516047	0.03817158924
89	0.995477671	0.03791007734
90	0.9953330505	0.03758732856
91	0.9953370072	0.037003098
92	0.995899901	0.03614140519
93	0.996040724	0.03596761188
94	0.996040724	0.03596751345
95	0.9966044143	0.03484590647
96	0.9966044143	0.03476473341
97	0.9957555178	0.03413892024
98	0.9964634319	0.03349139649
99	0.9966044143	0.03330060282
100	0.9967454365	0.03314089622
101	0.9966044143	0.03312002504
102	0.9966044143	0.03307324466
103	0.9967454365	0.03275772592
104	0.9966015293	0.03221436637
105	0.9970276008	0.03217038262
106	0.9964604276	0.03105304877
107	0.9964634319	0.0299283952
108	0.9964634319	0.02978027049
109	0.9971711457	0.02907363852
110	0.9967454365	0.02896826951
111	0.9967454365	0.02893779249
112	0.9967454365	0.02893767435
113	0.9967454365	0.02892463954
114	0.9967454365	0.02878482614
115	0.9971687429	0.02778953283
116	0.9971687429	0.0277178954
117	0.9971687429	0.02762614557
118	0.9971687429	0.02740054589
119	0.9971687429	0.02739992624
120	0.9971687429	0.02737114817
121	0.9971687429	0.02730892998
122	0.9971687429	0.02730885114
123	0.9975944531	0.02722777535
124	0.9975944531	0.02705822866
125	0.997733711	0.02665352328
126	0.997733711	0.02663549698
127	0.9983007647	0.02535723339
128	0.9981594223	0.02510588797
129	0.9981594223	0.02482297664
130	0.9981594223	0.02482295674
131	0.9981594223	0.0248193049
132	0.9983007647	0.02469511512
133	0.9981594223	0.02449306867
134	0.9981594223	0.02449290502
135	0.9981594223	0.02449283569
136	0.9981594223	0.02449275701
137	0.9981594223	0.02449258586
138	0.9981594223	0.0244925126
139	0.9981594223	0.02442835946
140	0.9981594223	0.0243358285
141	0.9981594223	0.02432866376
142	0.9983007647	0.02404001412
143	0.9983007647	0.02403999115
144	0.9983007647	0.02372629126
145	0.9983007647	0.02372601109
146	0.9983007647	0.02372598624
147	0.9983007647	0.02372572537
148	0.9983007647	0.02372558866
149	0.9983007647	0.023638113
150	0.998442147	0.02312006436
151	0.998442147	0.02295126764
152	0.9985835694	0.02271844438
153	0.9985835694	0.02271843022
154	0.9985835694	0.02271831283
155	0.9985835694	0.02271813566
156	0.9985835694	0.02262675473
157	0.998442147	0.02241495232
158	0.9983007647	0.02207392365
159	0.9983007647	0.02207363166
160	0.9983007647	0.02207353374
161	0.9983007647	0.02207349982
162	0.9983007647	0.02207349034
163	0.9983007647	0.02207322659
164	0.9983007647	0.02207260411
165	0.9983007647	0.02207260201
166	0.9983007647	0.0219759397
167	0.9983007647	0.02178100739
168	0.9983007647	0.02178090457
169	0.9983007647	0.02175339435
170	0.9983007647	0.02169288209
171	0.9983007647	0.02169264127
172	0.9983007647	0.02167362569
173	0.9983007647	0.02162990135
174	0.9983007647	0.02160684974
175	0.9983007647	0.02141961436
176	0.9983007647	0.02138238756
177	0.9983007647	0.02138238756
178	0.9983007647	0.02138232037
179	0.998442147	0.02128823855
180	0.998442147	0.02128815022
181	0.998442147	0.02128810173
182	0.998442147	0.02128641781
183	0.998442147	0.02128636248
184	0.9988674972	0.02126202581
185	0.9988674972	0.02120924162
186	0.9988674972	0.02109263365
187	0.9988674972	0.02109202074
188	0.9988674972	0.0210919544
189	0.9988674972	0.02109193491
190	0.9988674972	0.02098608069
191	0.9988674972	0.02098605602
192	0.9988674972	0.02098579053
193	0.9988674972	0.02098566371
194	0.9988674972	0.0209856394
195	0.9988674972	0.0209856223
196	0.9988674972	0.02095997893
197	0.9988674972	0.02095994199
198	0.9988674972	0.02095988511
199	0.9988674972	0.02095985777
200	0.9988674972	0.02095964285
201	0.9988674972	0.02095939362
202	0.9988674972	0.02095935646
203	0.9988674972	0.02095930061
204	0.9988674972	0.02095927296
205	0.9988674972	0.02095922834
206	0.9988674972	0.0209592183
207	0.9988674972	0.0209592183
208	0.9988674972	0.02095911562
209	0.9988674972	0.02095910304
210	0.9988674972	0.02095906742
211	0.9988674972	0.02095905489
212	0.9988674972	0.0209588464
213	0.9988674972	0.02095878512
214	0.9988674972	0.02095864031
215	0.9988674972	0.02095862611
216	0.9988674972	0.02095844692
217	0.9988674972	0.02095832835
218	0.9988674972	0.02095825915
219	0.9988674972	0.02095825491
220	0.9988674972	0.02095825491
221	0.9988674972	0.02092123672
222	0.9988674972	0.02092111964
223	0.9988674972	0.02092107107
224	0.9988674972	0.02092103517
225	0.9988674972	0.0209210095
226	0.9988674972	0.0209209975
227	0.9988674972	0.0209181034
228	0.9988674972	0.02080282269
229	0.9988674972	0.02080269966
230	0.9988674972	0.02080266273
231	0.9988674972	0.02080257048
232	0.9988674972	0.02080254731
233	0.9988674972	0.02080253126
234	0.9988674972	0.02080243404
235	0.9988674972	0.02080241136
236	0.9988674972	0.020802393
237	0.9988674972	0.02080226275
238	0.9988674972	0.0208022515
239	0.9988674972	0.02080222905
240	0.9988674972	0.02080203702
241	0.9988674972	0.02080201475
242	0.9988674972	0.02080200921
243	0.9988674972	0.02080194583
244	0.9988674972	0.02080172815
245	0.9988674972	0.0208015403
246	0.9988674972	0.02073009039
247	0.9988674972	0.0207298911
248	0.9988674972	0.02072982533
249	0.9988674972	0.02072971919
250	0.9988674972	0.02072952578
251	0.9988674972	0.02072946954
252	0.9988674972	0.02072937196
253	0.9988674972	0.02072936328
254	0.9988674972	0.02072935519
255	0.9988674972	0.02072929733
256	0.9988674972	0.02072873707
257	0.9988674972	0.02072855026
258	0.9988674972	0.02072819087
259	0.9988674972	0.02067404347
260	0.9988674972	0.02062126537
261	0.9988674972	0.02060916757
262	0.9988674972	0.02050209891
263	0.9988674972	0.02050170066
264	0.9988674972	0.02050169357
265	0.9988674972	0.0205016764
266	0.9988674972	0.02050160665
267	0.9988674972	0.02050158938
268	0.9988674972	0.02050158523
269	0.9988674972	0.02050154965
270	0.9988674972	0.02049990394
271	0.9988674972	0.0204998924
272	0.9988674972	0.02049981636
273	0.9988674972	0.02049926789
274	0.9988674972	0.02049874361
275	0.9988674972	0.02049872226
276	0.9988674972	0.02047794318
277	0.9988674972	0.02047792657
278	0.9988674972	0.02045315094
279	0.9988674972	0.02032273759
280	0.9990089197	0.01984850317
281	0.9990089197	0.01979924999
282	0.9990089197	0.01979924904
283	0.9990089197	0.01979814332
284	0.9990089197	0.0197981097
285	0.9990089197	0.01979810268
286	0.9990089197	0.01979808626
287	0.9990089197	0.01979805045
288	0.9990089197	0.01970219748
289	0.9990089197	0.01936122367
290	0.9990089197	0.01936059399
291	0.9990089197	0.01936033741
292	0.9990089197	0.0193603216
293	0.9990089197	0.0192939284
294	0.9990089197	0.01928877004
295	0.9990089197	0.01914077492
296	0.9994339089	0.01856780135
297	0.9995753715	0.01827603255
298	0.9995753715	0.01788195924
299	0.9995753715	0.01788188739
300	0.9995753715	0.0178815111
301	0.9995753715	0.01747755479
302	0.9995753715	0.01729120977
303	0.9995753715	0.01687669629
304	0.9995753715	0.0166947658
305	0.9995753715	0.01669457263
306	0.9995753715	0.01669456094
307	0.9995753715	0.01669401697
308	0.9995753715	0.01669377194
309	0.9995753715	0.01663411139
310	0.9995753715	0.01644121808
311	0.9995753715	0.01635607966
312	0.9995753715	0.01635591513
313	0.9995753715	0.01635589187
314	0.9995753715	0.01632349155
315	0.9995753715	0.01632348045
316	0.9995753715	0.01632307954
317	0.9995753715	0.01631360366
318	0.9995753715	0.01631347657
319	0.9995753715	0.0163134045
320	0.9995753715	0.01631216603
321	0.9995753715	0.01594925373
322	0.9995753715	0.01586778423
323	0.9995753715	0.01586778423
324	0.9995753715	0.01586725006
325	0.9995753715	0.01573155648
326	0.9995753715	0.01572776627
327	0.9995753715	0.01572690471
328	0.9995753715	0.01572689667
329	0.9995753715	0.01572686917
330	0.9995753715	0.01572672402
331	0.9995753715	0.01570225589
332	0.9995753715	0.01570201712
333	0.9995753715	0.01570195873
334	0.9995753715	0.01570191537
335	0.9995753715	0.01570005752
336	0.9995753715	0.01570004905
337	0.9995753715	0.01569988948
338	0.9995753715	0.01569978666
339	0.9995753715	0.01569977789
340	0.9995753715	0.01569947596
341	0.9995753715	0.01569203816
342	0.9995753715	0.01569196698
343	0.9995753715	0.01569196194
344	0.9995753715	0.01569161
345	0.9995753715	0.01569159193
346	0.9995753715	0.01565378876
347	0.9995753715	0.01565378876
348	0.9995753715	0.0156537649
349	0.9995753715	0.0156537649
350	0.9995753715	0.0156536714
351	0.9995753715	0.0156536595
352	0.9995753715	0.01565349215
353	0.9995753715	0.01565303801
354	0.9995753715	0.01564990414
355	0.9995753715	0.01556277248
356	0.9995753715	0.01553271184
357	0.9995753715	0.01553262976
358	0.9995753715	0.01553252664
359	0.9995753715	0.01553245522
360	0.9995753715	0.01553155763
361	0.9995753715	0.01553150717
362	0.9995753715	0.015531493
363	0.9995753715	0.01553145401
364	0.9995753715	0.01553143471
365	0.9995753715	0.0155314308
366	0.9995753715	0.01553134673
367	0.9995753715	0.01553119331
368	0.9995753715	0.01553119093
369	0.9995753715	0.01553119026
370	0.9995753715	0.01553095376
371	0.9995753715	0.01553092073
372	0.9995753715	0.01553091887
373	0.9995753715	0.01553076652
374	0.9995753715	0.0155307541
375	0.9995753715	0.01553075164
376	0.9995753715	0.01553067848
377	0.9995753715	0.01553067617
378	0.9995753715	0.01553057814
379	0.9995753715	0.01553056597
380	0.9995753715	0.01553049454
381	0.9995753715	0.01553049177
382	0.9995753715	0.01553045224
383	0.9995753715	0.01553042356
384	0.9995753715	0.01553027206
385	0.9995753715	0.01553024339
386	0.9995753715	0.01553021179
387	0.9995753715	0.01553020303
388	0.9995753715	0.01553014097
389	0.9995753715	0.0155301249
390	0.9995753715	0.01553009169
391	0.9995753715	0.01553007264
392	0.9995753715	0.01553006419
393	0.9995753715	0.01552994355
394	0.9995753715	0.01552993731
395	0.9995753715	0.01552993244
396	0.9995753715	0.01552987668
397	0.9995753715	0.01552973432
398	0.9995753715	0.01552969972
399	0.9995753715	0.01552965264
400	0.9995753715	0.01552964881
401	0.9995753715	0.01552963443
402	0.9995753715	0.01552951235
403	0.9995753715	0.01552949607
404	0.9995753715	0.01552934954
405	0.9995753715	0.01552930946
406	0.9995753715	0.01552923671
407	0.9995753715	0.01552904034
408	0.9995753715	0.0155290127
409	0.9995753715	0.01552885446
410	0.9995753715	0.01552882593
411	0.9995753715	0.01552882102
412	0.9995753715	0.01552881694
413	0.9995753715	0.01552872463
414	0.9995753715	0.01552872245
415	0.9995753715	0.01552859709
416	0.9995753715	0.0155285636
417	0.9995753715	0.01552853554
418	0.9995753715	0.01552852578
419	0.9995753715	0.01552846104
420	0.9995753715	0.01552846036
421	0.9995753715	0.01552838675
422	0.9995753715	0.01552838675
423	0.9995753715	0.01552831295
424	0.9995753715	0.01552829011
425	0.9995753715	0.01552829011
426	0.9995753715	0.01552821563
427	0.9995753715	0.01552820209
428	0.9995753715	0.01552790364
429	0.9995753715	0.01552790342
430	0.9995753715	0.0155278965
431	0.9995753715	0.0155278963
432	0.9995753715	0.01552445018
433	0.9995753715	0.01552436017
434	0.9995753715	0.01552435838
435	0.9995753715	0.01552435838
436	0.9995753715	0.0155243544
437	0.9995753715	0.01552434634
438	0.9995753715	0.01552433105
439	0.9995753715	0.01552431497
440	0.9995753715	0.0155242735
441	0.9995753715	0.01552419493
442	0.9995753715	0.0155241541
443	0.9995753715	0.0155241128
444	0.9995753715	0.01552382504
445	0.9995753715	0.01552379331
446	0.9995753715	0.01552349559
447	0.9995753715	0.01552330532
448	0.9995753715	0.01552323175
449	0.9995753715	0.01552314352
450	0.9995753715	0.01552312007
451	0.9995753715	0.01552310316
452	0.9995753715	0.01552308482
453	0.9995753715	0.01551985889
454	0.9995753715	0.01549030408
455	0.9995753715	0.01549027939
456	0.9995753715	0.01549026462
457	0.9995753715	0.01548509521
458	0.9995753715	0.01538192691
459	0.9995753715	0.01538172222
460	0.9995753715	0.01538168136
461	0.9995753715	0.01538163949
462	0.9995753715	0.0153813723
463	0.9995753715	0.0153813266
464	0.9995753715	0.01538130473
465	0.9995753715	0.01538129267
466	0.9995753715	0.01538107652
467	0.9995753715	0.01538102682
468	0.9995753715	0.01538096957
469	0.9995753715	0.01538092912
470	0.9995753715	0.01538058314
471	0.9995753715	0.01538053485
472	0.9995753715	0.01538050399
473	0.9995753715	0.0153804618
474	0.9995753715	0.01538041976
475	0.9995753715	0.0153803968
476	0.9995753715	0.0153801362
477	0.9995753715	0.01538009339
478	0.9995753715	0.01538006771
479	0.9995753715	0.01538006771
480	0.9995753715	0.01538006771
481	0.9995753715	0.01537978038
482	0.9995753715	0.01537928126
483	0.9995753715	0.01537879507
484	0.9995753715	0.01537870063
485	0.9995753715	0.01537869035
486	0.9995753715	0.01537866906
487	0.9995753715	0.01537844974
488	0.9995753715	0.01531839699
489	0.9995753715	0.01522892094
490	0.9995753715	0.01522888545
491	0.9995753715	0.01522888545
492	0.9995753715	0.01522874569
493	0.9995753715	0.01522873589
494	0.9995753715	0.01522865601
495	0.9995753715	0.01522864705
496	0.9995753715	0.01522861307
497	0.9995753715	0.01522019001
498	0.9995753715	0.01515064002
499	0.9995753715	0.01508240684
